町丁名,1999_変化率(%),1999_変化数,2000_変化率(%),2000_変化数,2001_変化率(%),2001_変化数,2002_変化率(%),2002_変化数,2003_変化率(%),2003_変化数,2004_変化率(%),2004_変化数,2005_変化率(%),2005_変化数,2006_変化率(%),2006_変化数,2007_変化率(%),2007_変化数,2008_変化率(%),2008_変化数,2009_変化率(%),2009_変化数,2010_変化率(%),2010_変化数,2011_変化率(%),2011_変化数,2012_変化率(%),2012_変化数,2013_変化率(%),2013_変化数,2014_変化率(%),2014_変化数,2015_変化率(%),2015_変化数,2016_変化率(%),2016_変化数,2017_変化率(%),2017_変化数,2018_変化率(%),2018_変化数,2019_変化率(%),2019_変化数,2020_変化率(%),2020_変化数,2021_変化率(%),2021_変化数,2022_変化率(%),2022_変化数,2023_変化率(%),2023_変化数,2024_変化率(%),2024_変化数,2025_変化率(%),2025_変化数
田迎１丁目,0.0,0,-3.287671232876712,-12,0.84985835694051,3,-0.2808988764044944,-1,-3.0985915492957745,-11,4.3604651162790695,15,58.77437325905292,211,0.0,0,-6.140350877192982,-35,3.177570093457944,17,1.0869565217391304,6,-1.4336917562724014,-8,3.090909090909091,17,-2.821869488536155,-16,-1.8148820326678767,-10,-0.18484288354898337,-1,0.7407407407407408,4,2.5735294117647056,14,-4.121863799283155,-23,4.485981308411215,24,0.8944543828264758,5,-0.7092198581560284,-4,-3.214285714285714,-18,-0.36900369003690037,-2,3.148148148148148,17,1.436265709156194,8,-2.47787610619469,-14
田迎２丁目,0.9656652360515022,9,0.5313496280552604,5,-1.0570824524312896,-10,-4.700854700854701,-44,-1.0089686098654709,-9,3.2842582106455263,29,-5.37280701754386,-49,3.2444959443800694,28,0.0,0,-2.356902356902357,-21,0.22988505747126436,2,0.8027522935779817,7,-3.299203640500569,-29,3.5294117647058822,30,-1.8181818181818181,-16,1.7361111111111112,15,-1.023890784982935,-9,0.11494252873563218,1,-2.4110218140068884,-21,1.411764705882353,12,-1.740139211136891,-15,-10.271546635182998,-87,-6.7105263157894735,-51,4.090267983074753,29,0.0,0,-0.6775067750677507,-5,-1.227830832196453,-9
田迎３丁目,-3.270440251572327,-26,1.6905071521456438,13,2.813299232736573,22,-0.9950248756218906,-8,1.256281407035176,10,0.9925558312655087,8,-0.36855036855036855,-3,0.36991368680641185,3,-1.597051597051597,-13,2.6217228464419478,21,-4.866180048661801,-40,-0.7672634271099744,-6,-0.6443298969072164,-5,2.204928664072633,17,0.25380710659898476,2,1.5189873417721518,12,-0.6234413965087282,-5,0.6273525721455459,5,-4.86284289276808,-39,0.39318479685452157,3,-1.5665796344647518,-12,3.3156498673740056,25,3.8510911424903727,30,2.4721878862793574,20,-1.9300361881785282,-16,1.5990159901599015,13,1.0895883777239708,9
田迎４丁目,-1.0498687664041995,-4,-1.5915119363395225,-6,2.964959568733154,11,2.356020942408377,9,5.3708439897698215,21,1.6990291262135921,7,-0.23866348448687352,-1,-3.349282296650718,-14,23.762376237623762,96,-1.2,-6,-1.417004048582996,-7,-0.8213552361396305,-4,1.4492753623188406,7,0.20408163265306123,1,5.091649694501019,25,3.875968992248062,20,-2.0522388059701493,-11,-1.1428571428571428,-6,-3.4682080924855487,-18,0.0,0,-1.3972055888223553,-7,0.6072874493927125,3,7.645875251509055,38,2.990654205607477,16,-2.1778584392014517,-12,1.1131725417439702,6,-0.3669724770642202,-2
田迎５丁目,8.232445520581114,34,11.185682326621924,50,2.2132796780684103,11,-0.5905511811023622,-3,-4.9504950495049505,-25,3.958333333333333,19,10.420841683366733,52,1.6333938294010888,9,-4.107142857142857,-23,5.027932960893855,27,2.304964539007092,13,-3.119584055459272,-18,-4.651162790697675,-26,7.5046904315197,40,8.027923211169284,46,-3.231017770597738,-20,-3.672787979966611,-22,1.9064124783362217,11,0.17006802721088435,1,0.1697792869269949,1,0.0,0,-4.745762711864407,-28,1.0676156583629894,6,2.464788732394366,14,0.859106529209622,5,3.4071550255536627,20,-4.612850082372323,-28
田迎６丁目,1.3490725126475547,8,2.4958402662229617,15,-0.974025974025974,-6,2.459016393442623,15,-1.92,-12,0.3262642740619902,2,2.2764227642276422,14,-5.88235294117647,-37,-0.33783783783783783,-2,0.3389830508474576,2,-1.3513513513513513,-8,0.5136986301369862,3,-0.17035775127768313,-1,-0.17064846416382254,-1,2.3931623931623935,14,0.5008347245409015,3,-0.8305647840531563,-5,-0.6700167504187605,-4,-1.3490725126475547,-8,4.444444444444445,26,-3.109656301145663,-19,3.040540540540541,18,0.49180327868852464,3,1.631321370309951,10,3.210272873194221,20,-0.9331259720062209,-6,1.5698587127158554,10
画図町大字下無田,-0.4821600771456124,-5,-0.6782945736434108,-7,0.4878048780487805,5,-0.1941747572815534,-2,1.264591439688716,13,-0.48030739673390976,-5,-2.1235521235521233,-22,-0.8875739644970414,-9,1.691542288557214,17,-2.6418786692759295,-27,-0.20100502512562815,-2,-0.8056394763343404,-8,-2.233502538071066,-22,-2.803738317757009,-27,-3.0982905982905984,-29,-2.3153252480705624,-21,0.1128668171557562,1,3.3821871476888385,30,0.5452562704471101,5,0.8676789587852495,8,10.32258064516129,96,9.35672514619883,96,8.110516934046345,91,5.523495465787304,67,4.296875,55,2.1722846441947565,29,1.906158357771261,26
画図町大字所島,-0.14367816091954022,-1,-0.5755395683453237,-4,-0.5788712011577424,-4,-4.8034934497816595,-33,-1.6819571865443423,-11,7.931570762052877,51,-0.1440922190201729,-1,3.0303030303030303,21,-0.42016806722689076,-3,-0.14064697609001406,-1,1.4084507042253522,10,-2.7777777777777777,-20,-0.7142857142857143,-5,3.884892086330935,27,5.8171745152354575,42,5.49738219895288,42,2.6054590570719602,21,3.0229746070133015,25,-0.35211267605633806,-3,-1.5312131919905771,-13,-0.9569377990430622,-8,0.7246376811594203,6,0.0,0,4.07673860911271,34,3.571428571428571,31,1.2235817575083427,11,2.0879120879120876,19
画図町大字重富,0.4313443565780014,6,0.28632784538296346,4,0.7137758743754461,10,0.14174344436569808,2,0.07077140835102619,1,-1.4851485148514851,-21,0.8614501076812634,12,-1.1387900355871887,-16,23.470122390208783,326,10.845481049562682,186,4.36612309310889,83,0.7560483870967742,15,-0.6503251625812907,-13,6.042296072507553,120,5.698005698005698,120,3.4141958670260557,76,0.08688097306689835,2,5.121527777777778,118,0.45417010734929814,11,2.383888203863543,58,3.331995182657567,83,-1.2432012432012431,-32,0.15735641227380015,4,-1.0604870384917517,-27,1.7864231838030966,45,2.145085803432137,55,-0.3436426116838488,-9
畠口町,0.3575685339690107,3,1.0688836104513064,9,0.5875440658049353,5,-1.8691588785046727,-16,-2.857142857142857,-24,1.4705882352941175,12,-2.2946859903381642,-19,-2.595797280593325,-21,0.7614213197969544,6,-0.6297229219143577,-5,-2.2813688212927756,-18,-1.1673151750972763,-9,-3.674540682414698,-28,0.6811989100817438,5,-0.40595399188092013,-3,-0.6793478260869565,-5,0.957592339261286,7,-2.9810298102981028,-22,-1.675977653631285,-12,-1.5625,-11,-2.7417027417027415,-19,-1.3353115727002967,-9,-1.3533834586466165,-9,-0.7621951219512195,-5,-1.8433179723502304,-12,-0.3129890453834116,-2,-2.197802197802198,-14
白山１丁目,-10.129310344827585,-47,-2.158273381294964,-9,-1.4705882352941175,-6,-2.4875621890547266,-10,4.336734693877551,17,0.24449877750611246,1,-3.1707317073170733,-13,-4.282115869017632,-17,-5.263157894736842,-20,3.3333333333333335,12,5.913978494623656,22,-1.2690355329949239,-5,1.5424164524421593,6,1.0126582278481013,4,7.769423558897243,31,1.1627906976744187,5,-1.839080459770115,-8,-8.430913348946136,-36,-0.2557544757033248,-1,1.7948717948717947,7,-7.8085642317380355,-31,1.366120218579235,5,8.89487870619946,33,-1.9801980198019802,-8,2.0202020202020203,8,-3.217821782178218,-13,3.580562659846547,14
白山２丁目,-1.7921146953405016,-10,0.7299270072992701,4,3.985507246376811,22,1.7421602787456445,10,-4.10958904109589,-24,3.0357142857142856,17,-0.5199306759098787,-3,-3.3101045296167246,-19,-3.2432432432432434,-18,2.2346368715083798,12,8.378870673952642,46,-0.6722689075630253,-4,0.676818950930626,4,0.8403361344537815,5,5.833333333333333,35,-0.9448818897637795,-6,-1.7488076311605723,-11,2.750809061488673,17,2.9921259842519685,19,1.3761467889908259,9,3.770739064856712,25,-7.994186046511628,-55,-2.211690363349131,-14,0.16155088852988692,1,3.064516129032258,19,0.4694835680751174,3,-2.336448598130841,-15
白山３丁目,5.555555555555555,19,-0.8310249307479225,-3,0.27932960893854747,1,1.1142061281337048,4,-1.1019283746556474,-4,-2.5069637883008355,-9,0.8571428571428572,3,3.9660056657223794,14,4.35967302452316,16,-5.7441253263707575,-22,-0.554016620498615,-2,1.6713091922005572,6,-2.73972602739726,-10,0.5633802816901409,2,2.5210084033613445,9,-0.273224043715847,-1,7.9452054794520555,29,3.0456852791878175,12,0.49261083743842365,2,6.61764705882353,27,-5.977011494252873,-26,-2.689486552567237,-11,-2.0100502512562812,-8,2.8205128205128207,11,-0.997506234413965,-4,0.7556675062972292,3,1.5,6
白石町,-2.682926829268293,-11,-0.7518796992481203,-3,-3.0303030303030303,-12,-1.8229166666666667,-7,-1.0610079575596816,-4,-1.876675603217158,-7,0.273224043715847,1,-2.997275204359673,-11,-0.8426966292134831,-3,-0.56657223796034,-2,-0.8547008547008548,-3,2.586206896551724,9,-1.1204481792717087,-4,-1.9830028328611897,-7,1.4450867052023122,5,1.4245014245014245,5,0.5617977528089888,2,-3.072625698324022,-11,-0.5763688760806917,-2,-4.057971014492753,-14,1.2084592145015105,4,-2.6865671641791042,-9,-0.6134969325153374,-2,2.1604938271604937,7,7.552870090634441,25,8.707865168539326,31,-2.5839793281653747,-10
砂原町,-0.49261083743842365,-7,1.9094766619519095,27,-1.2491325468424705,-18,1.6865776528460996,24,-1.5894955079474777,-23,-1.1235955056179776,-16,0.14204545454545456,2,1.9148936170212765,27,-1.3917884481558804,-20,0.0,0,-2.470007057163021,-35,-0.2894356005788712,-4,2.39477503628447,33,1.2756909992912826,18,2.1693491952414274,31,-0.3424657534246575,-5,0.8934707903780068,13,0.8855585831062671,13,0.2025658338960162,3,0.8760107816711591,13,0.9352037408149633,14,-0.8603573792190603,-13,1.8691588785046727,28,1.834862385321101,28,1.093951093951094,17,0.3819223424570337,6,1.14140773620799,18
硯川町,-0.5578800557880056,-4,0.1402524544179523,1,-1.8207282913165268,-13,-0.7132667617689016,-5,-0.8620689655172413,-6,1.1594202898550725,8,-1.5759312320916905,-11,-1.0189228529839884,-7,-2.6470588235294117,-18,-1.0574018126888218,-7,-3.0534351145038165,-20,0.7874015748031495,5,-1.25,-8,0.4746835443037975,3,-2.3622047244094486,-15,-0.4838709677419355,-3,-0.8103727714748784,-5,-2.1241830065359477,-13,2.003338898163606,12,0.8183306055646482,5,21.428571428571427,132,8.422459893048128,63,5.425400739827373,44,0.5847953216374269,5,-1.627906976744186,-14,3.309692671394799,28,-0.11441647597254005,-1
神水本町,0.29048656499636893,4,19.695872556118754,272,-2.9643073200241985,-49,-0.4987531172069825,-8,2.6942355889724308,43,-0.5491153142159854,-9,3.0061349693251533,49,1.9058963668850508,32,-0.3506721215663355,-6,-0.5278592375366569,-9,-1.2382075471698113,-21,0.0,0,-0.23880597014925373,-4,0.5385996409335727,9,-95.29761904761904,-1601,-7.59493670886076,-6,-4.10958904109589,-3,-2.857142857142857,-2,4.411764705882353,3,21.12676056338028,15,-8.13953488372093,-7,5.063291139240507,4,3.614457831325301,3,2.3255813953488373,2,-2.272727272727273,-2,0.0,0,-4.651162790697675,-4
神水１丁目,-2.1101992966002343,-36,-1.6766467065868262,-28,-1.3398294762484775,-22,6.5432098765432105,106,-0.7531865585168018,-13,3.3858727378867486,58,2.6538678712591754,47,6.6006600660066,120,0.15479876160990713,3,-1.90623390005152,-37,-0.5252100840336135,-10,-1.1087645195353748,-21,-0.8542445274959957,-16,0.7000538502961766,13,-0.7486631016042781,-14,-1.0237068965517242,-19,0.38105606967882416,7,0.3796095444685466,7,-1.242571582928147,-23,0.7111597374179431,13,2.6615969581749046,49,1.8518518518518516,35,-1.6103896103896103,-31,-2.7455121436114043,-52,0.5971769815418024,11,1.0793308148947653,20,-1.8152696209289907,-34
神水２丁目,12.454212454212454,68,10.423452768729643,64,4.867256637168142,33,-1.4064697609001406,-10,-0.42796005706134094,-3,-3.4383954154727796,-24,1.3353115727002967,9,4.392386530014641,30,-3.9270687237026647,-28,4.525547445255475,31,3.35195530726257,24,1.6216216216216217,12,0.39893617021276595,3,-1.456953642384106,-11,-1.2096774193548387,-9,-0.5442176870748299,-4,0.5471956224350205,4,-0.13605442176870747,-1,-3.8147138964577656,-28,0.141643059490085,1,0.5657708628005658,4,0.5625879043600562,4,-0.27972027972027974,-2,-1.9635343618513323,-14,2.8612303290414878,20,-2.2253129346314324,-16,-1.7069701280227598,-12
秋津新町,-7.38255033557047,-11,5.072463768115942,7,-0.6896551724137931,-1,0.6944444444444444,1,2.0689655172413794,3,-7.4324324324324325,-11,-6.569343065693431,-9,-0.78125,-1,-11.023622047244094,-14,0.8849557522123894,1,-3.508771929824561,-4,-1.8181818181818181,-2,0.0,0,-0.9259259259259258,-1,-10.2803738317757,-11,-6.25,-6,1.1111111111111112,1,-5.4945054945054945,-5,-10.465116279069768,-9,1.2987012987012987,1,242.3076923076923,189,1.8726591760299627,5,19.852941176470587,54,0.0,0,3.6809815950920246,12,-1.183431952662722,-4,-2.694610778443114,-9
秋津町秋田,2.5154798761609904,65,0.07550018875047187,2,0.7167106752168994,19,0.03745318352059925,1,-0.22463496817671283,-6,-1.425891181988743,-38,0.03806623524933384,1,-0.60882800608828,-16,0.11485451761102604,3,-1.644359464627151,-43,-2.29393468118196,-59,-0.5968961400716275,-15,-0.4803843074459567,-12,-0.9654062751407884,-24,-1.421608448415922,-35,-1.4009064688916357,-34,-2.089427496865859,-50,-3.371745625266752,-79,-2.871024734982332,-65,-3.638017280582083,-80,-2.406795658329401,-51,-0.8704061895551257,-18,-2.780487804878049,-57,-1.3547415955845459,-27,-2.238046795523906,-44,-0.31217481789802287,-6,-3.60125260960334,-69
秋津１丁目,-2.2399999999999998,-14,-4.25531914893617,-26,-1.7094017094017095,-10,1.9130434782608694,11,-0.17064846416382254,-1,19.65811965811966,115,6.571428571428571,46,1.3404825737265416,10,-0.9259259259259258,-7,2.9372496662216285,22,1.8158236057068744,14,1.2738853503184715,10,-3.1446540880503147,-25,-0.7792207792207793,-6,-1.0471204188481675,-8,0.5291005291005291,4,2.631578947368421,20,-0.5128205128205128,-4,-1.2886597938144329,-10,-3.6553524804177546,-28,-0.13550135501355012,-1,-1.2211668928086838,-9,0.9615384615384616,7,1.2244897959183674,9,-2.82258064516129,-21,-1.9363762102351314,-14,-0.846262341325811,-6
秋津２丁目,0.12360939431396785,1,3.0864197530864197,25,1.6766467065868262,14,3.180212014134275,27,1.7123287671232876,15,0.8978675645342313,8,1.3348164627363739,12,5.049396267837541,46,4.911180773249739,47,-0.49800796812749004,-5,-1.3013013013013013,-13,1.7241379310344827,17,5.483549351944168,55,-1.9848771266540641,-21,2.1215043394406945,22,-1.41643059490085,-15,-0.09578544061302681,-1,-2.876318312559923,-30,-6.811451135241856,-69,-0.211864406779661,-2,3.6093418259023355,34,2.459016393442623,24,3.6999999999999997,37,1.0607521697203472,11,1.717557251908397,18,0.0,0,1.125703564727955,12
秋津３丁目,1.8083182640144666,10,8.52575488454707,48,-0.4909983633387889,-3,0.8223684210526315,5,-0.8156606851549755,-5,10.032894736842106,61,4.633781763826607,31,3.2857142857142856,23,0.13831258644536654,1,-0.2762430939226519,-2,-3.1855955678670362,-23,2.8612303290414878,20,-1.9471488178025034,-14,5.815602836879433,41,2.680965147453083,20,0.26109660574412535,2,0.390625,3,2.594033722438392,20,-2.0227560050568902,-16,0.3870967741935484,3,-3.984575835475578,-31,13.654618473895583,102,2.8268551236749118,24,-2.405498281786942,-21,2.8169014084507045,24,-1.5981735159817352,-14,0.8120649651972157,7
稗田町,-2.380952380952381,-12,5.284552845528456,26,-2.3166023166023164,-12,1.383399209486166,7,-1.364522417153996,-7,-4.3478260869565215,-22,-1.859504132231405,-9,-4.631578947368421,-22,2.207505518763797,10,0.8639308855291578,4,-2.141327623126338,-10,0.87527352297593,4,1.0845986984815619,5,3.4334763948497855,16,0.8298755186721992,4,0.823045267489712,4,2.0408163265306123,10,0.4,2,-4.581673306772909,-23,2.0876826722338206,10,-0.2044989775051125,-1,2.8688524590163933,14,5.179282868525896,26,-2.6515151515151514,-14,-1.1673151750972763,-6,-4.724409448818897,-24,-2.6859504132231407,-13
立福寺町,-3.160270880361174,-14,1.1655011655011656,5,-1.3824884792626728,-6,-2.803738317757009,-12,2.644230769230769,11,0.234192037470726,1,-3.9719626168224296,-17,-0.9732360097323601,-4,-1.9656019656019657,-8,-1.0025062656641603,-4,-1.2658227848101267,-5,-0.5128205128205128,-2,-3.0927835051546393,-12,0.26595744680851063,1,-2.6525198938992043,-10,-2.7247956403269753,-10,-2.5210084033613445,-9,-4.022988505747127,-14,-0.8982035928143712,-3,-0.6042296072507553,-2,-4.25531914893617,-14,0.6349206349206349,2,0.6309148264984227,2,-4.702194357366771,-15,0.0,0,0.0,0,-3.9473684210526314,-12
米屋町１丁目,-1.4084507042253522,-3,0.4761904761904762,1,-4.739336492890995,-10,-0.9950248756218906,-2,-0.5025125628140703,-1,-1.0101010101010102,-2,-2.5510204081632653,-5,1.0471204188481675,2,0.0,0,70.98445595854922,137,44.84848484848485,148,0.0,0,1.4644351464435146,7,2.0618556701030926,10,0.6060606060606061,3,1.0040160642570282,5,-3.9761431411530817,-20,-0.6211180124223602,-3,-0.20833333333333334,-1,3.3402922755741122,16,-1.4141414141414141,-7,-1.4344262295081966,-7,0.0,0,1.2474012474012475,6,-4.722792607802875,-23,-4.094827586206897,-19,-0.8988764044943821,-4
米屋町２丁目,-4.21455938697318,-11,6.4,16,-0.37593984962406013,-1,2.2641509433962264,6,-4.428044280442804,-12,-2.7027027027027026,-7,0.7936507936507936,2,6.299212598425196,16,3.3333333333333335,9,-5.734767025089606,-16,-0.7604562737642585,-2,-3.065134099616858,-8,-3.557312252964427,-9,1.639344262295082,4,2.82258064516129,7,-3.1372549019607843,-8,2.42914979757085,6,-5.138339920948617,-13,2.5,6,-2.4390243902439024,-6,-5.833333333333333,-14,2.2123893805309733,5,16.450216450216452,38,-1.1152416356877324,-3,0.37593984962406013,1,3.7453183520599254,10,-2.166064981949458,-6
米屋町３丁目,-1.282051282051282,-3,-2.5974025974025974,-6,6.666666666666667,15,-5.416666666666667,-13,0.881057268722467,2,-11.353711790393014,-26,7.8817733990147785,16,3.1963470319634704,7,-1.3274336283185841,-3,4.0358744394618835,9,-7.327586206896551,-17,-2.7906976744186047,-6,2.8708133971291865,6,3.255813953488372,7,-0.9009009009009009,-2,-2.727272727272727,-6,-3.2710280373831773,-7,14.009661835748794,29,5.932203389830509,14,-2.4,-6,-4.098360655737705,-10,-1.7094017094017095,-4,3.91304347826087,9,0.8368200836820083,2,-9.12863070539419,-22,-2.28310502283105,-5,1.8691588785046727,4
細工町１丁目,-9.433962264150944,-10,1.0416666666666665,1,-3.0927835051546393,-3,7.446808510638298,7,-6.9306930693069315,-7,1.0638297872340425,1,2.1052631578947367,2,8.24742268041237,8,-2.857142857142857,-3,0.0,0,11.76470588235294,12,0.0,0,16.666666666666664,19,-2.2556390977443606,-3,-3.076923076923077,-4,2.380952380952381,3,3.875968992248062,5,-8.955223880597014,-12,-0.819672131147541,-1,7.43801652892562,9,1.5384615384615385,2,-3.0303030303030303,-4,6.25,8,2.2058823529411766,3,-4.316546762589928,-6,-3.7593984962406015,-5,-7.8125,-10
細工町２丁目,-1.8181818181818181,-1,1.8518518518518516,1,-5.454545454545454,-3,0.0,0,1.9230769230769231,1,-3.7735849056603774,-2,0.0,0,0.0,0,-5.88235294117647,-3,10.416666666666668,5,-5.660377358490567,-3,4.0,2,23.076923076923077,12,4.6875,3,10.44776119402985,7,-13.513513513513514,-10,-6.25,-4,-3.3333333333333335,-2,-13.793103448275861,-8,2.0,1,-5.88235294117647,-3,-2.083333333333333,-1,17.02127659574468,8,10.909090909090908,6,-8.19672131147541,-5,12.5,7,-11.11111111111111,-7
細工町３丁目,5.232558139534884,9,-3.867403314917127,-7,5.747126436781609,10,-3.260869565217391,-6,0.0,0,-10.674157303370785,-19,3.1446540880503147,5,6.097560975609756,10,1.7241379310344827,3,-7.344632768361582,-13,-5.487804878048781,-9,0.0,0,3.870967741935484,6,-1.8633540372670807,-3,-1.2658227848101267,-2,0.641025641025641,1,5.7324840764331215,9,0.6024096385542169,1,-3.592814371257485,-6,2.484472049689441,4,-10.909090909090908,-18,4.761904761904762,7,-3.2467532467532463,-5,0.0,0,-1.342281879194631,-2,-3.4013605442176873,-5,-0.7042253521126761,-1
細工町４丁目,-0.7936507936507936,-2,-1.2,-3,0.8097165991902834,2,-2.8112449799196786,-7,-5.371900826446281,-13,-3.4934497816593884,-8,-1.3574660633484164,-3,1.834862385321101,4,-4.504504504504505,-10,8.49056603773585,18,-1.3043478260869565,-3,-3.524229074889868,-8,6.392694063926941,14,-3.4334763948497855,-8,2.666666666666667,6,-5.194805194805195,-12,7.30593607305936,16,1.276595744680851,3,-6.722689075630252,-16,-2.2522522522522523,-5,-0.9216589861751152,-2,-1.3953488372093024,-3,1.4150943396226416,3,0.9302325581395349,2,-7.834101382488479,-17,0.0,0,-2.5,-5
細工町５丁目,-10.714285714285714,-6,2.0,1,-5.88235294117647,-3,20.833333333333336,10,-12.068965517241379,-7,3.9215686274509802,2,11.320754716981133,6,-25.423728813559322,-15,4.545454545454546,2,-6.521739130434782,-3,-2.3255813953488373,-1,2.380952380952381,1,0.0,0,-11.627906976744185,-5,13.157894736842104,5,4.651162790697675,2,-2.2222222222222223,-1,13.636363636363635,6,0.0,0,2.0,1,3.9215686274509802,2,-7.547169811320755,-4,-10.204081632653061,-5,15.909090909090908,7,0.0,0,1.9607843137254901,1,3.8461538461538463,2
紺屋今町,0.0,0,-2.8846153846153846,-3,3.9603960396039604,4,-7.6190476190476195,-8,-3.0927835051546393,-3,-6.382978723404255,-6,3.4090909090909087,3,19.78021978021978,18,-12.844036697247708,-14,-4.2105263157894735,-4,5.4945054945054945,5,0.0,0,-8.333333333333332,-8,7.954545454545454,7,-2.1052631578947367,-2,5.376344086021505,5,-4.081632653061225,-4,18.085106382978726,17,-3.6036036036036037,-4,0.0,0,-9.345794392523365,-10,-11.34020618556701,-11,3.488372093023256,3,-8.98876404494382,-8,-2.4691358024691357,-2,10.126582278481013,8,0.0,0
紺屋町１丁目,0.0,0,-20.0,-4,50.0,8,245.83333333333334,59,-2.4096385542168677,-2,8.641975308641975,7,3.4090909090909087,3,-5.4945054945054945,-5,6.976744186046512,6,-4.3478260869565215,-4,-6.8181818181818175,-6,1.2195121951219512,1,2.4096385542168677,2,11.76470588235294,10,-9.473684210526317,-9,5.813953488372093,5,-6.593406593406594,-6,-1.1764705882352942,-1,-8.333333333333332,-7,-2.5974025974025974,-2,-9.333333333333334,-7,64.70588235294117,44,8.035714285714286,9,-7.43801652892562,-9,5.357142857142857,6,-1.694915254237288,-2,-4.310344827586207,-5
紺屋町２丁目,-9.090909090909092,-5,-14.000000000000002,-7,-9.30232558139535,-4,0.0,0,-15.384615384615385,-6,39.39393939393939,13,-8.695652173913043,-4,4.761904761904762,2,-6.8181818181818175,-3,-12.195121951219512,-5,19.444444444444446,7,-4.651162790697675,-2,0.0,0,12.195121951219512,5,6.521739130434782,3,-10.204081632653061,-5,4.545454545454546,2,8.695652173913043,4,2.0,1,-11.76470588235294,-6,-8.88888888888889,-4,-17.073170731707318,-7,-2.941176470588235,-1,145.45454545454547,48,23.456790123456788,19,4.0,4,-0.9615384615384616,-1
紺屋町３丁目,7.07070707070707,7,1.8867924528301887,2,-11.11111111111111,-12,5.208333333333334,5,-6.9306930693069315,-7,-8.51063829787234,-8,0.0,0,8.13953488372093,7,-7.526881720430108,-7,6.976744186046512,6,-2.1739130434782608,-2,-3.3333333333333335,-3,6.896551724137931,6,-3.225806451612903,-3,-6.666666666666667,-6,13.095238095238097,11,6.315789473684211,6,13.861386138613863,14,0.0,0,6.086956521739131,7,-5.737704918032787,-7,2.608695652173913,3,-3.389830508474576,-4,1.7543859649122806,2,-4.310344827586207,-5,10.81081081081081,12,-3.2520325203252036,-4
紺屋阿弥陀寺町,3.0303030303030303,1,-14.705882352941178,-5,-10.344827586206897,-3,-23.076923076923077,-6,-5.0,-1,-5.263157894736842,-1,0.0,0,5.555555555555555,1,5.263157894736842,1,-5.0,-1,0.0,0,5.263157894736842,1,10.0,2,-22.727272727272727,-5,-11.76470588235294,-2,-13.333333333333334,-2,-7.6923076923076925,-1,-16.666666666666664,-2,-10.0,-1,33.33333333333333,3,0.0,0,8.333333333333332,1,0.0,0,0.0,0,-15.384615384615385,-2,-9.090909090909092,-1,0.0,0
総数,-10.79136690647482,-15,11.29032258064516,14,1.4492753623188406,2,-1.4285714285714286,-2,-0.7246376811594203,-1,0.0,0,3.64963503649635,5,437.3239436619718,621,4.062909567496723,31,-2.141057934508816,-17,1.4157014157014158,11,-83.50253807106598,-658,1.5384615384615385,2,8.333333333333332,11,2.097902097902098,3,8.21917808219178,12,0.0,0,-4.430379746835443,-7,-17.880794701986755,-27,0.0,0,-0.8064516129032258,-1,-3.2520325203252036,-4,-2.5210084033613445,-3,5.172413793103448,6,1.639344262295082,2,3.225806451612903,4,-0.78125,-1
練兵町,12.18274111675127,72,-1.206636500754148,-8,1.6793893129770994,11,-0.9009009009009009,-6,-2.878787878787879,-19,1.87207488299532,12,0.9188361408882083,6,0.30349013657056145,2,-3.7821482602118004,-25,11.635220125786164,74,16.056338028169016,114,1.6990291262135921,14,-4.05727923627685,-34,3.731343283582089,30,0.9592326139088728,8,-1.0688836104513064,-9,-0.12004801920768307,-1,0.7211538461538461,6,1.1933174224343674,10,-3.5377358490566038,-30,-0.9779951100244498,-8,2.5925925925925926,21,-0.12033694344163659,-1,-0.8433734939759037,-7,8.262454434993925,68,-0.22446689113355783,-2,-1.574803149606299,-14
美登里町,0.7575757575757576,5,-1.954887218045113,-13,-1.2269938650306749,-8,-3.4161490683229814,-22,-0.3215434083601286,-2,-3.387096774193549,-21,-1.1686143572621035,-7,-1.5202702702702704,-9,-2.5728987993138936,-15,-1.056338028169014,-6,-0.1779359430604982,-1,-2.3172905525846703,-13,1.4598540145985401,8,-1.2589928057553956,-7,-1.092896174863388,-6,-3.314917127071823,-18,-1.3333333333333335,-7,-1.7374517374517375,-9,-0.19646365422396855,-1,0.39370078740157477,2,0.0,0,-1.5686274509803921,-8,-0.796812749003984,-4,-3.2128514056224895,-16,-1.2448132780082988,-6,-1.050420168067227,-5,-2.7600849256900215,-13
船場町下１丁目,-5.389221556886228,-9,-2.5316455696202533,-4,52.5974025974026,81,3.829787234042553,9,-3.278688524590164,-8,0.847457627118644,2,-0.8403361344537815,-2,-7.203389830508475,-17,5.47945205479452,12,15.151515151515152,35,21.052631578947366,56,2.7950310559006213,9,-1.812688821752266,-6,3.3846153846153846,11,-0.8928571428571428,-3,-4.504504504504505,-15,-0.3144654088050315,-1,-2.2082018927444795,-7,0.3225806451612903,1,-1.607717041800643,-5,0.9803921568627451,3,2.5889967637540456,8,1.8927444794952681,6,-4.643962848297214,-15,-5.194805194805195,-16,0.3424657534246575,1,-2.04778156996587,-6
