町丁名,年度,変化率(%),変化タイプ
松原町,1999,5.555555555555555,大幅増加
白山３丁目,1999,5.555555555555555,大幅増加
慶徳堀町,2008,5.555555555555555,大幅増加
御領２丁目,2003,5.542359461599366,大幅増加
大窪２丁目,2009,5.533596837944664,大幅増加
八幡１０丁目,2017,5.531295487627365,大幅増加
新南部６丁目,2022,5.529953917050691,大幅増加
長嶺東７丁目,2006,5.528846153846153,大幅増加
画図町大字下無田,2022,5.523495465787304,大幅増加
九品寺５丁目,2022,5.518087063151441,大幅増加
新南部６丁目,2008,5.514705882352941,大幅増加
近見１丁目,2009,5.506391347099312,大幅増加
蓮台寺３丁目,2009,5.5045871559633035,大幅増加
九品寺４丁目,2023,5.50314465408805,大幅増加
上鍛冶屋町,2020,5.5,大幅増加
島崎７丁目,2004,5.499276410998553,大幅増加
山ノ内２丁目,2012,5.498281786941581,大幅増加
壺川２丁目,2020,5.49777117384844,大幅増加
画図町大字所島,2014,5.49738219895288,大幅増加
御領６丁目,2018,5.49738219895288,大幅増加
紺屋今町,2009,5.4945054945054945,大幅増加
江越２丁目,2002,5.490196078431373,大幅増加
飛田４丁目,2024,5.489614243323442,大幅増加
秋津２丁目,2011,5.483549351944168,大幅増加
船場町下１丁目,2007,5.47945205479452,大幅増加
新土河原２丁目,2010,5.477528089887641,大幅増加
坪井４丁目,2024,5.475880052151238,大幅増加
南千反畑町,2023,5.472103004291846,大幅増加
尾ノ上４丁目,2001,5.465903175429464,大幅増加
御領４丁目,2023,5.460750853242321,大幅増加
鍛冶屋町,2013,5.454545454545454,大幅増加
横紺屋町,2015,5.454545454545454,大幅増加
御領５丁目,2002,5.4469273743016755,大幅増加
平成１丁目,2011,5.44464609800363,大幅増加
春日８丁目,2023,5.4404145077720205,大幅増加
桜木１丁目,2019,5.436156763590392,大幅増加
新南部６丁目,2001,5.434782608695652,大幅増加
野中２丁目,2007,5.428571428571429,大幅増加
新南部６丁目,2007,5.426356589147287,大幅増加
硯川町,2021,5.425400739827373,大幅増加
岡田町,2016,5.42299349240781,大幅増加
長嶺東４丁目,2013,5.4191363251481794,大幅増加
幸田２丁目,2006,5.416666666666667,大幅増加
大窪１丁目,2004,5.416666666666667,大幅増加
長嶺南２丁目,2023,5.4095826893353935,大幅増加
大江１丁目,2000,5.3984575835475574,大幅増加
長嶺西３丁目,2018,5.39568345323741,大幅増加
東野３丁目,2011,5.394190871369295,大幅増加
馬渡１丁目,2005,5.394190871369295,大幅増加
二本木４丁目,2022,5.392156862745098,大幅増加
栄町,2005,5.390334572490707,大幅増加
南熊本５丁目,2007,5.390334572490707,大幅増加
九品寺２丁目,2014,5.387523629489603,大幅増加
京町２丁目,2015,5.386250885896527,大幅増加
新屋敷１丁目,2003,5.385996409335727,大幅増加
万町１丁目,2005,5.384615384615385,大幅増加
佐土原３丁目,2001,5.384615384615385,大幅増加
川尻２丁目,2003,5.381165919282512,大幅増加
本山町,2008,5.379922351636162,大幅増加
御領５丁目,2013,5.377456049638056,大幅増加
紺屋今町,2014,5.376344086021505,大幅増加
千葉城町,1999,5.371900826446281,大幅増加
田迎４丁目,2003,5.3708439897698215,大幅増加
飛田３丁目,2000,5.3627760252365935,大幅増加
十禅寺１丁目,2015,5.357142857142857,大幅増加
古大工町,2014,5.357142857142857,大幅増加
紺屋町１丁目,2023,5.357142857142857,大幅増加
長嶺東４丁目,2012,5.352363960749331,大幅増加
新外３丁目,2015,5.351833498513379,大幅増加
四方寄町,2003,5.347985347985348,大幅増加
御領６丁目,2021,5.347593582887701,大幅増加
山室５丁目,2012,5.337078651685393,大幅増加
戸坂町,2011,5.325443786982249,大幅増加
古川町,2006,5.319148936170213,大幅増加
大窪４丁目,2020,5.319148936170213,大幅増加
徳王町,2006,5.315420560747663,大幅増加
大窪１丁目,2006,5.3061224489795915,大幅増加
桜町,2014,5.30035335689046,大幅増加
井川淵町,2003,5.298013245033113,大幅増加
下南部１丁目,2005,5.29595015576324,大幅増加
御領５丁目,2001,5.294117647058823,大幅増加
孫代町,2009,5.293005671077505,大幅増加
水前寺６丁目,2022,5.289256198347108,大幅増加
渡鹿８丁目,2015,5.285868392664509,大幅増加
山ノ神２丁目,2004,5.284552845528456,大幅増加
稗田町,2000,5.284552845528456,大幅増加
近見４丁目,2012,5.284552845528456,大幅増加
九品寺３丁目,2018,5.273069679849341,大幅増加
野中２丁目,2006,5.263157894736842,大幅増加
紺屋阿弥陀寺町,2010,5.263157894736842,大幅増加
万町１丁目,2007,5.263157894736842,大幅増加
安政町,2007,5.263157894736842,大幅増加
紺屋阿弥陀寺町,2007,5.263157894736842,大幅増加
水前寺１丁目,1999,5.246494798733605,大幅増加
平成１丁目,2003,5.241935483870968,大幅増加
渡鹿４丁目,2002,5.241935483870968,大幅増加
春竹町大字春竹,2018,5.232558139534884,大幅増加
細工町３丁目,1999,5.232558139534884,大幅増加
小峯１丁目,2021,5.227655986509275,大幅増加
江越２丁目,2008,5.2264808362369335,大幅増加
横手５丁目,2007,5.2259887005649714,大幅増加
桜木５丁目,2004,5.2259887005649714,大幅増加
御領２丁目,2019,5.225483178239084,大幅増加
平成１丁目,2007,5.225225225225225,大幅増加
月出７丁目,2005,5.2249637155297535,大幅増加
本荘６丁目,2021,5.221932114882506,大幅増加
元三町２丁目,2019,5.220883534136546,大幅増加
新町４丁目,2012,5.217391304347826,大幅増加
御領４丁目,2005,5.214723926380368,大幅増加
平成３丁目,2018,5.208333333333334,大幅増加
紺屋町３丁目,2002,5.208333333333334,大幅増加
新町２丁目,2021,5.206073752711497,大幅増加
桜町,2010,5.2,大幅増加
渡鹿４丁目,2012,5.194805194805195,大幅増加
長嶺東４丁目,2005,5.193578847969783,大幅増加
長嶺南５丁目,2013,5.192878338278932,大幅増加
南熊本３丁目,2020,5.185185185185185,大幅増加
万町１丁目,2024,5.185185185185185,大幅増加
水前寺公園,2009,5.18018018018018,大幅増加
稗田町,2021,5.179282868525896,大幅増加
新南部２丁目,2021,5.177514792899409,大幅増加
新外３丁目,2016,5.174035747883349,大幅増加
徳王町,2018,5.172413793103448,大幅増加
楠６丁目,2020,5.172413793103448,大幅増加
山室４丁目,2014,5.172413793103448,大幅増加
総数,2022,5.172413793103448,大幅増加
山室３丁目,2017,5.167173252279635,大幅増加
江越２丁目,2020,5.163043478260869,大幅増加
井川淵町,2023,5.161290322580645,大幅増加
楠６丁目,2016,5.156537753222836,大幅増加
今町,2013,5.154639175257731,大幅増加
子飼本町,2024,5.141843971631205,大幅増加
元三町２丁目,2013,5.139186295503212,大幅増加
平田２丁目,2010,5.138339920948617,大幅増加
中島町,2023,5.137614678899083,大幅増加
大江５丁目,2007,5.134189031505251,大幅増加
出水５丁目,2014,5.128205128205128,大幅増加
武蔵ケ丘１丁目,2004,5.124835742444152,大幅増加
画図町大字重富,2016,5.121527777777778,大幅増加
弥生町,2018,5.120481927710843,大幅増加
下南部１丁目,2007,5.120481927710843,大幅増加
東野３丁目,2012,5.118110236220472,大幅増加
桜木５丁目,2001,5.111821086261981,大幅増加
沼山津２丁目,2020,5.111111111111112,大幅増加
黒髪１丁目,2002,5.110602593440122,大幅増加
戸島町,2021,5.106382978723404,大幅増加
八島１丁目,2004,5.105105105105105,大幅増加
長嶺東４丁目,2021,5.1020408163265305,大幅増加
健軍３丁目,2001,5.099872503187421,大幅増加
出水３丁目,2009,5.094043887147335,大幅増加
下硯川町,2018,5.092592592592593,大幅増加
蓮台寺５丁目,2016,5.092592592592593,大幅増加
東野４丁目,2019,5.092592592592593,大幅増加
田迎４丁目,2013,5.091649694501019,大幅増加
山ノ内２丁目,2021,5.089820359281437,大幅増加
山室５丁目,2002,5.089058524173027,大幅増加
野田１丁目,2016,5.084745762711865,大幅増加
出仲間３丁目,2008,5.078125,大幅増加
南熊本４丁目,2001,5.072463768115942,大幅増加
秋津新町,2000,5.072463768115942,大幅増加
八反田２丁目,2019,5.069708491761723,大幅増加
神水本町,2020,5.063291139240507,大幅増加
近見４丁目,2003,5.061349693251533,大幅増加
近見４丁目,2005,5.057803468208093,大幅増加
梶尾町,2000,5.053003533568905,大幅増加
大窪４丁目,2021,5.05050505050505,大幅増加
近見町,2009,5.05050505050505,大幅増加
秋津２丁目,2006,5.049396267837541,大幅増加
月出５丁目,2004,5.046728971962617,大幅増加
新町４丁目,2018,5.043712172158709,大幅増加
尾ノ上４丁目,2009,5.040871934604905,大幅増加
月出６丁目,2019,5.04,大幅増加
小山町,2018,5.0359712230215825,大幅増加
下硯川町,2000,5.033407572383074,大幅増加
御領５丁目,2003,5.033112582781457,大幅増加
八景水谷４丁目,2005,5.029940119760479,大幅増加
平田１丁目,1999,5.029013539651837,大幅増加
会富町,2025,5.0285714285714285,大幅増加
田迎５丁目,2008,5.027932960893855,大幅増加
池田１丁目,2005,5.012900847769997,大幅増加
御領３丁目,1999,5.008635578583765,大幅増加
浜口町,2018,5.008347245409015,大幅増加
西原１丁目,2004,5.006587615283268,大幅増加
八景水谷１丁目,2023,5.005107252298264,大幅増加
江津１丁目,2008,-5.003380662609872,大幅減少
楠１丁目,2018,-5.004035512510089,大幅減少
長嶺東８丁目,2025,-5.009633911368015,大幅減少
薬園町,2005,-5.012531328320802,大幅減少
山ノ内１丁目,2000,-5.015673981191222,大幅減少
八景水谷２丁目,2008,-5.016808895784846,大幅減少
八島１丁目,2022,-5.017921146953405,大幅減少
新外４丁目,2017,-5.019305019305019,大幅減少
萩原町,2019,-5.023400936037441,大幅減少
西原１丁目,2018,-5.023923444976076,大幅減少
出仲間９丁目,2020,-5.027932960893855,大幅減少
清水万石４丁目,2025,-5.032119914346895,大幅減少
清水万石５丁目,2022,-5.032258064516129,大幅減少
北千反畑町,2019,-5.034324942791762,大幅減少
国府本町,2010,-5.036496350364963,大幅減少
東町４丁目,2014,-5.046895935685574,大幅減少
花立４丁目,2020,-5.049088359046284,大幅減少
小島上町,2018,-5.05050505050505,大幅減少
東京塚町,2018,-5.05050505050505,大幅減少
大窪４丁目,2004,-5.05050505050505,大幅減少
黒髪３丁目,2010,-5.052878965922444,大幅減少
出仲間９丁目,2011,-5.058365758754864,大幅減少
長嶺南１丁目,2021,-5.062240663900415,大幅減少
古京町,2007,-5.063291139240507,大幅減少
川尻３丁目,2004,-5.063291139240507,大幅減少
下通１丁目,2015,-5.063291139240507,大幅減少
蓮台寺５丁目,2018,-5.063291139240507,大幅減少
近見町,2019,-5.063291139240507,大幅減少
楠６丁目,2015,-5.06993006993007,大幅減少
南高江４丁目,2021,-5.072463768115942,大幅減少
田崎３丁目,2023,-5.073086844368014,大幅減少
花園２丁目,2001,-5.077574047954866,大幅減少
江越１丁目,2015,-5.078597339782346,大幅減少
上鍛冶屋町,2014,-5.084745762711865,大幅減少
通町,2002,-5.084745762711865,大幅減少
新外４丁目,2004,-5.09433962264151,大幅減少
栄町,2017,-5.095541401273886,大幅減少
草葉町,2020,-5.100182149362477,大幅減少
水前寺６丁目,2014,-5.11000709723208,大幅減少
薬園町,2004,-5.112960760998811,大幅減少
中唐人町,2015,-5.113636363636364,大幅減少
下通１丁目,2024,-5.128205128205128,大幅減少
大江６丁目,2001,-5.128205128205128,大幅減少
太郎迫町,2007,-5.128205128205128,大幅減少
河内町面木,2003,-5.128205128205128,大幅減少
手取本町,2010,-5.128205128205128,大幅減少
楠１丁目,2012,-5.128205128205128,大幅減少
安政町,2024,-5.128205128205128,大幅減少
上京塚町,1999,-5.128205128205128,大幅減少
楠１丁目,2017,-5.130168453292496,大幅減少
川尻６丁目,2018,-5.133928571428571,大幅減少
帯山２丁目,2023,-5.137614678899083,大幅減少
米屋町２丁目,2016,-5.138339920948617,大幅減少
河内町東門寺,2010,-5.142857142857142,大幅減少
大江本町,2010,-5.1440329218107,大幅減少
新土河原１丁目,2019,-5.151915455746367,大幅減少
大鳥居町,2025,-5.154639175257731,大幅減少
北迫町,2015,-5.154639175257731,大幅減少
船場町２丁目,2025,-5.161290322580645,大幅減少
春日２丁目,2012,-5.164319248826291,大幅減少
十禅寺２丁目,2006,-5.164992826398852,大幅減少
八幡５丁目,2000,-5.1652892561983474,大幅減少
水源２丁目,2005,-5.168986083499006,大幅減少
川尻１丁目,2020,-5.172413793103448,大幅減少
八幡８丁目,2001,-5.172413793103448,大幅減少
通町,2009,-5.172413793103448,大幅減少
川尻５丁目,2015,-5.182926829268292,大幅減少
松尾町平山,2017,-5.188679245283019,大幅減少
春日７丁目,2017,-5.190311418685121,大幅減少
渡鹿７丁目,2022,-5.193661971830986,大幅減少
細工町４丁目,2014,-5.194805194805195,大幅減少
川尻２丁目,2019,-5.194805194805195,大幅減少
川尻５丁目,2017,-5.194805194805195,大幅減少
船場町下１丁目,2023,-5.194805194805195,大幅減少
楠４丁目,2017,-5.198019801980198,大幅減少
南熊本１丁目,2018,-5.203619909502263,大幅減少
船場町３丁目,2023,-5.204460966542751,大幅減少
南高江４丁目,2014,-5.206286836935167,大幅減少
江津２丁目,2017,-5.208333333333334,大幅減少
近見町,2013,-5.208333333333334,大幅減少
河内町東門寺,2000,-5.213270142180095,大幅減少
長嶺東６丁目,2012,-5.218525766470972,大幅減少
水前寺６丁目,2025,-5.222135619641465,大幅減少
大窪５丁目,2008,-5.230125523012552,大幅減少
岡田町,2013,-5.23138832997988,大幅減少
花園３丁目,2015,-5.2337752965806,大幅減少
若葉１丁目,2022,-5.2356020942408374,大幅減少
新外４丁目,2007,-5.253283302063791,大幅減少
長嶺南２丁目,2020,-5.255878284923928,大幅減少
東町２丁目,2006,-5.263157894736842,大幅減少
田迎町大字田井島,2013,-5.263157894736842,大幅減少
辛島町,2019,-5.263157894736842,大幅減少
近見９丁目,2006,-5.263157894736842,大幅減少
東阿弥陀寺町,2005,-5.263157894736842,大幅減少
横紺屋町,2021,-5.263157894736842,大幅減少
紺屋阿弥陀寺町,2004,-5.263157894736842,大幅減少
慶徳堀町,2010,-5.263157894736842,大幅減少
飛田町,2018,-5.263157894736842,大幅減少
白山１丁目,2007,-5.263157894736842,大幅減少
西唐人町,2017,-5.263157894736842,大幅減少
本山１丁目,2019,-5.273069679849341,大幅減少
楠４丁目,2008,-5.277777777777778,大幅減少
長嶺東５丁目,2021,-5.283307810107198,大幅減少
南高江３丁目,2023,-5.294117647058823,大幅減少
横手２丁目,2003,-5.29595015576324,大幅減少
花立２丁目,2010,-5.29595015576324,大幅減少
春日８丁目,2017,-5.298013245033113,大幅減少
西子飼町,2016,-5.298013245033113,大幅減少
御領６丁目,2020,-5.3164556962025316,大幅減少
幸田１丁目,2007,-5.316973415132924,大幅減少
小島上町,2019,-5.319148936170213,大幅減少
壺川１丁目,2019,-5.32994923857868,大幅減少
川尻２丁目,2010,-5.333333333333334,大幅減少
上水前寺２丁目,2006,-5.333333333333334,大幅減少
東町１丁目,2005,-5.333333333333334,大幅減少
西子飼町,2012,-5.345911949685535,大幅減少
渡鹿４丁目,2004,-5.35031847133758,大幅減少
薄場町,2024,-5.357142857142857,大幅減少
川端町,2017,-5.357142857142857,大幅減少
河内町東門寺,2023,-5.357142857142857,大幅減少
春日７丁目,2012,-5.35931790499391,大幅減少
八幡５丁目,2018,-5.361305361305361,大幅減少
新市街,2003,-5.365853658536586,大幅減少
月出４丁目,2015,-5.368731563421829,大幅減少
細工町４丁目,2003,-5.371900826446281,大幅減少
田迎２丁目,2005,-5.37280701754386,大幅減少
川尻１丁目,2014,-5.376344086021505,大幅減少
新屋敷３丁目,2007,-5.379746835443038,大幅減少
野田３丁目,2022,-5.385735080058224,大幅減少
新外４丁目,2022,-5.387931034482758,大幅減少
船場町下１丁目,1999,-5.389221556886228,大幅減少
本山２丁目,2014,-5.389221556886228,大幅減少
保田窪５丁目,2002,-5.396825396825397,大幅減少
江越２丁目,2019,-5.3984575835475574,大幅減少
安政町,2025,-5.405405405405405,大幅減少
井川淵町,2015,-5.405405405405405,大幅減少
河内町東門寺,2009,-5.405405405405405,大幅減少
横手１丁目,2004,-5.412054120541206,大幅減少
八幡９丁目,2024,-5.412371134020619,大幅減少
米屋町３丁目,2002,-5.416666666666667,大幅減少
妙体寺町,2001,-5.4245283018867925,大幅減少
下通１丁目,2020,-5.426356589147287,大幅減少
本山１丁目,2016,-5.42907180385289,大幅減少
東町３丁目,2019,-5.430774388199799,大幅減少
東町３丁目,2023,-5.436629289840298,大幅減少
黒髪７丁目,2004,-5.437100213219616,大幅減少
湖東１丁目,2006,-5.442176870748299,大幅減少
健軍５丁目,2006,-5.445544554455446,大幅減少
清水亀井町,2017,-5.448997384481256,大幅減少
南高江４丁目,2018,-5.450236966824645,大幅減少
平田２丁目,2011,-5.451127819548872,大幅減少
飛田３丁目,2018,-5.454545454545454,大幅減少
細工町２丁目,2001,-5.454545454545454,大幅減少
渡鹿２丁目,2017,-5.463182897862233,大幅減少
山室５丁目,2008,-5.46875,大幅減少
池上町,2006,-5.471478463329453,大幅減少
八幡６丁目,2013,-5.474452554744526,大幅減少
花園２丁目,2014,-5.474452554744526,大幅減少
山室６丁目,2013,-5.47945205479452,大幅減少
新外２丁目,2004,-5.483028720626632,大幅減少
大鳥居町,2014,-5.485232067510549,大幅減少
細工町３丁目,2009,-5.487804878048781,大幅減少
子飼本町,2006,-5.489614243323442,大幅減少
渡鹿２丁目,2008,-5.491990846681922,大幅減少
秋津新町,2016,-5.4945054945054945,大幅減少
池田４丁目,2006,-5.4945054945054945,大幅減少
本山３丁目,2005,-5.4945054945054945,大幅減少
紺屋町１丁目,2006,-5.4945054945054945,大幅減少
楠３丁目,2025,-5.5045871559633035,大幅減少
八島町,2023,-5.5045871559633035,大幅減少
春日５丁目,2003,-5.508474576271186,大幅減少
黒髪４丁目,2021,-5.511111111111111,大幅減少
御領７丁目,2003,-5.511811023622047,大幅減少
呉服町１丁目,1999,-5.511811023622047,大幅減少
草葉町,2006,-5.513784461152882,大幅減少
河内町大多尾,2022,-5.517241379310345,大幅減少
楠４丁目,2012,-5.522088353413655,大幅減少
二本木５丁目,2021,-5.523255813953488,大幅減少
本荘３丁目,1999,-5.524861878453039,大幅減少
清水万石２丁目,2010,-5.527638190954774,大幅減少
東町４丁目,2020,-5.537720706260032,大幅減少
河原町,2002,-5.555555555555555,大幅減少
東阿弥陀寺町,2006,-5.555555555555555,大幅減少
岡田町,1999,-5.555555555555555,大幅減少
下通１丁目,2017,-5.555555555555555,大幅減少
田崎町,2011,-5.555555555555555,大幅減少
東阿弥陀寺町,2011,-5.555555555555555,大幅減少
板屋町,2017,-5.555555555555555,大幅減少
東野４丁目,2007,-5.555555555555555,大幅減少
九品寺４丁目,2017,-5.563480741797433,大幅減少
十禅寺１丁目,2017,-5.564924114671164,大幅減少
辛島町,2017,-5.575539568345324,大幅減少
京町本丁,2012,-5.575539568345324,大幅減少
松尾町平山,2020,-5.583756345177665,大幅減少
若葉４丁目,2024,-5.591677503250976,大幅減少
八島２丁目,2022,-5.592417061611375,大幅減少
水源２丁目,2016,-5.594405594405594,大幅減少
横手２丁目,2019,-5.594405594405594,大幅減少
上水前寺１丁目,2017,-5.595667870036101,大幅減少
山室４丁目,1999,-5.597964376590331,大幅減少
鹿帰瀬町,2008,-5.6000000000000005,大幅減少
月出７丁目,2021,-5.610098176718092,大幅減少
呉服町１丁目,2014,-5.617977528089887,大幅減少
新外３丁目,2017,-5.635062611806798,大幅減少
無田口町,2016,-5.641025641025641,大幅減少
東本町,2021,-5.648535564853557,大幅減少
平成１丁目,2008,-5.650684931506849,大幅減少
春日２丁目,2008,-5.6537102473498235,大幅減少
平成２丁目,2005,-5.660377358490567,大幅減少
薄場町,2025,-5.660377358490567,大幅減少
細工町２丁目,2009,-5.660377358490567,大幅減少
花立１丁目,2000,-5.6722689075630255,大幅減少
中央街,2015,-5.673758865248227,大幅減少
南熊本４丁目,2021,-5.673758865248227,大幅減少
島崎６丁目,2025,-5.67651632970451,大幅減少
川尻６丁目,2017,-5.684210526315789,大幅減少
錦ケ丘,2023,-5.688202247191011,大幅減少
水前寺６丁目,2019,-5.712050078247262,大幅減少
元三町３丁目,2016,-5.720338983050848,大幅減少
月出８丁目,2024,-5.720823798627003,大幅減少
八島１丁目,2020,-5.723905723905724,大幅減少
南熊本１丁目,2019,-5.727923627684964,大幅減少
月出６丁目,2018,-5.731523378582202,大幅減少
山ノ内４丁目,2025,-5.7324840764331215,大幅減少
八島町,2001,-5.7324840764331215,大幅減少
米屋町２丁目,2008,-5.734767025089606,大幅減少
紺屋町３丁目,2019,-5.737704918032787,大幅減少
帯山８丁目,2019,-5.739130434782608,大幅減少
江越１丁目,2011,-5.741626794258373,大幅減少
白山３丁目,2008,-5.7441253263707575,大幅減少
保田窪４丁目,2017,-5.747973470891673,大幅減少
新外３丁目,2024,-5.75139146567718,大幅減少
大江本町,2012,-5.756929637526652,大幅減少
新外３丁目,1999,-5.7586837294332724,大幅減少
新屋敷１丁目,1999,-5.7640750670241285,大幅減少
古川町,2000,-5.769230769230769,大幅減少
馬渡２丁目,2007,-5.771812080536913,大幅減少
新南部１丁目,2002,-5.776173285198556,大幅減少
上林町,2005,-5.776173285198556,大幅減少
新外１丁目,2004,-5.780346820809249,大幅減少
渡鹿８丁目,2001,-5.780346820809249,大幅減少
上林町,2004,-5.782312925170068,大幅減少
蓮台寺２丁目,2009,-5.794392523364486,大幅減少
南高江５丁目,2023,-5.797101449275362,大幅減少
蓮台寺３丁目,2010,-5.797101449275362,大幅減少
大江５丁目,2005,-5.799151343705799,大幅減少
山ノ内４丁目,2002,-5.806451612903226,大幅減少
九品寺４丁目,1999,-5.807365439093484,大幅減少
健軍本町,2017,-5.807478122513922,大幅減少
上林町,2010,-5.813953488372093,大幅減少
桜木１丁目,2012,-5.817782656421515,大幅減少
大江本町,2014,-5.818965517241379,大幅減少
川尻５丁目,2018,-5.821917808219178,大幅減少
妙体寺町,2020,-5.827505827505827,大幅減少
健軍２丁目,2011,-5.829596412556054,大幅減少
呉服町１丁目,2001,-5.833333333333333,大幅減少
米屋町２丁目,2019,-5.833333333333333,大幅減少
河内町東門寺,2019,-5.839416058394161,大幅減少
琴平２丁目,2008,-5.840886203423968,大幅減少
長嶺南５丁目,2023,-5.845181674565561,大幅減少
近見７丁目,2002,-5.853658536585367,大幅減少
花立４丁目,2004,-5.856515373352855,大幅減少
下通１丁目,2001,-5.859375,大幅減少
山室４丁目,2017,-5.863192182410423,大幅減少
横手２丁目,2000,-5.864197530864197,大幅減少
花畑町,2015,-5.88235294117647,大幅減少
細工町２丁目,2007,-5.88235294117647,大幅減少
板屋町,2021,-5.88235294117647,大幅減少
細工町２丁目,2019,-5.88235294117647,大幅減少
東阿弥陀寺町,2012,-5.88235294117647,大幅減少
魚屋町２丁目,2009,-5.88235294117647,大幅減少
小島上町,2012,-5.88235294117647,大幅減少
大窪１丁目,2025,-5.88235294117647,大幅減少
江越２丁目,2014,-5.88235294117647,大幅減少
松原町,2003,-5.88235294117647,大幅減少
上通町,2004,-5.88235294117647,大幅減少
田迎６丁目,2006,-5.88235294117647,大幅減少
細工町５丁目,2001,-5.88235294117647,大幅減少
春日４丁目,2025,-5.89171974522293,大幅減少
八景水谷２丁目,2022,-5.894886363636364,大幅減少
東町２丁目,2019,-5.899705014749262,大幅減少
若葉１丁目,2018,-5.901116427432217,大幅減少
辛島町,2018,-5.904761904761905,大幅減少
清水万石３丁目,2011,-5.913978494623656,大幅減少
松尾町平山,2021,-5.913978494623656,大幅減少
花園２丁目,2009,-5.92,大幅減少
佐土原３丁目,2008,-5.921052631578947,大幅減少
南熊本３丁目,2019,-5.923344947735192,大幅減少
横手２丁目,2023,-5.9259259259259265,大幅減少
横手３丁目,2024,-5.932203389830509,大幅減少
八幡９丁目,1999,-5.933429811866859,大幅減少
大江２丁目,2009,-5.941302791696493,大幅減少
呉服町３丁目,2024,-5.94900849858357,大幅減少
九品寺２丁目,2007,-5.950413223140496,大幅減少
川尻２丁目,2006,-5.957446808510639,大幅減少
新市街,2002,-5.963302752293578,大幅減少
長嶺東８丁目,2018,-5.964912280701754,大幅減少
幸田２丁目,2022,-5.965909090909091,大幅減少
西原３丁目,2018,-5.968468468468469,大幅減少
白山３丁目,2019,-5.977011494252873,大幅減少
栄町,2016,-5.9880239520958085,大幅減少
近見７丁目,2012,-6.0,大幅減少
中江町,2014,-6.0,大幅減少
野中３丁目,2014,-6.0,大幅減少
大江４丁目,2002,-6.005586592178771,大幅減少
健軍５丁目,2001,-6.008583690987124,大幅減少
出町,2001,-6.00907029478458,大幅減少
上水前寺２丁目,2020,-6.019151846785226,大幅減少
八反田２丁目,2017,-6.022659511031605,大幅減少
河内町東門寺,2011,-6.024096385542169,大幅減少
山崎町,2021,-6.024096385542169,大幅減少
田崎３丁目,2020,-6.037151702786378,大幅減少
八島１丁目,2023,-6.037735849056604,大幅減少
井川淵町,2000,-6.043956043956044,大幅減少
新南部１丁目,2020,-6.046511627906977,大幅減少
中江町,2017,-6.0606060606060606,大幅減少
川尻１丁目,2009,-6.0606060606060606,大幅減少
河内町面木,2023,-6.0606060606060606,大幅減少
小山町,2011,-6.066945606694561,大幅減少
出仲間２丁目,2011,-6.073752711496746,大幅減少
新南部４丁目,2021,-6.077348066298343,大幅減少
横手２丁目,1999,-6.086956521739131,大幅減少
呉服町１丁目,2018,-6.097560975609756,大幅減少
鹿子木町,2020,-6.103993971363979,大幅減少
湖東１丁目,2012,-6.106870229007633,大幅減少
大窪２丁目,2020,-6.115107913669065,大幅減少
上林町,2022,-6.115107913669065,大幅減少
平成１丁目,2020,-6.122448979591836,大幅減少
出仲間５丁目,2003,-6.130268199233716,大幅減少
桜木２丁目,2017,-6.135770234986945,大幅減少
河内町東門寺,2025,-6.140350877192982,大幅減少
田迎１丁目,2007,-6.140350877192982,大幅減少
釜尾町,2018,-6.145251396648044,大幅減少
西子飼町,2002,-6.1465721040189125,大幅減少
月出５丁目,2025,-6.151142355008787,大幅減少
河内町東門寺,2021,-6.153846153846154,大幅減少
長嶺西１丁目,2017,-6.1704834605597965,大幅減少
八幡６丁目,2014,-6.177606177606178,大幅減少
武蔵ケ丘４丁目,2010,-6.17816091954023,大幅減少
安政町,2017,-6.185567010309279,大幅減少
迎町２丁目,2020,-6.198347107438017,大幅減少
新外４丁目,2019,-6.224066390041494,大幅減少
新南部６丁目,2015,-6.22568093385214,大幅減少
御領４丁目,2008,-6.231454005934718,大幅減少
三郎１丁目,2021,-6.240249609984399,大幅減少
魚屋町１丁目,2004,-6.25,大幅減少
月出５丁目,2020,-6.25,大幅減少
細工町２丁目,2015,-6.25,大幅減少
西唐人町,2013,-6.25,大幅減少
東阿弥陀寺町,2013,-6.25,大幅減少
秋津新町,2014,-6.25,大幅減少
魚屋町２丁目,2000,-6.25,大幅減少
呉服町１丁目,2025,-6.25,大幅減少
沼山津４丁目,2021,-6.255666364460562,大幅減少
山室３丁目,2016,-6.267806267806268,大幅減少
武蔵ケ丘７丁目,2004,-6.269592476489027,大幅減少
野田３丁目,2021,-6.2755798090040935,大幅減少
二本木１丁目,2008,-6.278026905829597,大幅減少
佐土原３丁目,2009,-6.293706293706294,大幅減少
西子飼町,2003,-6.297229219143577,大幅減少
沼山津１丁目,2017,-6.314878892733564,大幅減少
楠２丁目,2007,-6.319702602230483,大幅減少
二本木１丁目,2001,-6.324110671936759,大幅減少
山崎町,2023,-6.329113924050633,大幅減少
栄町,2009,-6.331168831168831,大幅減少
本荘４丁目,2004,-6.339468302658487,大幅減少
横手１丁目,2017,-6.340579710144928,大幅減少
八幡９丁目,2022,-6.341463414634147,大幅減少
下通２丁目,2002,-6.353591160220995,大幅減少
新外１丁目,2017,-6.365503080082135,大幅減少
蓮台寺５丁目,2008,-6.369426751592357,大幅減少
二本木３丁目,2004,-6.3701923076923075,大幅減少
大窪５丁目,2016,-6.3701923076923075,大幅減少
